buy,fund_111,PLL,0,1/25/2005
buy,fund_678,KR,0,1/25/2005
buy,fund_866,DISCA,9022,1/25/2005
buy,fund_576,VIAB,295,1/25/2005
buy,fund_540,HSY,138518,1/25/2005
buy,fund_604,PKI,4,1/25/2005
buy,fund_764,WMB,1,1/25/2005
buy,fund_557,NUE,62306,1/25/2005
buy,fund_758,DIS,550995,1/25/2005
buy,fund_46,LEG,0,1/25/2005
buy,fund_584,M,10648,1/25/2005
buy,fund_817,URBN,1182,1/25/2005
buy,fund_402,MCHP,777,1/25/2005
buy,fund_227,SLM,4974,1/25/2005
buy,fund_807,SPLS,243088,1/25/2005
buy,fund_227,MDLZ,1,1/25/2005
buy,fund_201,TWX,50,1/25/2005
buy,fund_493,JNJ,1,1/25/2005
buy,fund_215,NTAP,3,1/25/2005
buy,fund_465,DOW,0,1/25/2005
buy,fund_498,FRX,0,1/25/2005
buy,fund_257,UNP,0,1/25/2005
buy,fund_930,TWX,0,1/25/2005
buy,fund_7,WAG,118826,1/25/2005
buy,fund_227,OXY,0,1/25/2005
buy,fund_122,ZION,0,1/25/2005
buy,fund_842,TGT,82523,1/25/2005
buy,fund_559,XEL,0,1/25/2005
buy,fund_548,APH,29261,1/25/2005
buy,fund_852,FLR,844,1/25/2005
buy,fund_650,EXC,112,1/25/2005
buy,fund_108,WAT,0,1/25/2005
buy,fund_447,STT,0,1/25/2005
buy,fund_189,CMG,0,1/25/2005
buy,fund_381,GHC,813269,1/25/2005
buy,fund_205,GPC,0,1/25/2005
buy,fund_465,BLK,0,1/25/2005
buy,fund_420,BEN,37,1/25/2005
buy,fund_361,ALL,0,1/25/2005
buy,fund_3,AIZ,0,1/25/2005
buy,fund_575,UNH,0,1/25/2005
buy,fund_681,URBN,45798,1/25/2005
buy,fund_402,FRX,0,1/25/2005
buy,fund_301,DGX,39442,1/25/2005
buy,fund_448,WU,634145,1/25/2005
buy,fund_361,MDT,67,1/25/2005
buy,fund_717,AIZ,0,1/25/2005
buy,fund_74,CMA,0,1/25/2005
buy,fund_154,PETM,0,1/25/2005
buy,fund_594,LEG,69,1/25/2005
buy,fund_465,EXPD,2,1/25/2005
buy,fund_59,WLP,36731,1/25/2005
buy,fund_905,CELG,0,1/25/2005
buy,fund_642,GAS,0,1/25/2005
buy,fund_748,FOSL,2,1/25/2005
buy,fund_105,WHR,0,1/25/2005
buy,fund_908,CVX,38,1/25/2005
buy,fund_682,SPG,636396,1/25/2005
buy,fund_476,XL,117363,1/25/2005
buy,fund_498,XRAY,0,1/25/2005
buy,fund_905,AIV,0,1/25/2005
buy,fund_498,STT,1,1/25/2005
buy,fund_847,T,0,1/25/2005
buy,fund_914,SYMC,4,1/25/2005
buy,fund_736,IP,0,1/25/2005
buy,fund_873,HPQ,10,1/25/2005
buy,fund_105,HBAN,0,1/25/2005
buy,fund_289,HRS,282241,1/25/2005
buy,fund_545,BLK,0,1/25/2005
buy,fund_359,MAS,0,1/25/2005
buy,fund_903,FOSL,0,1/25/2005
buy,fund_663,RDC,193959,1/25/2005
buy,fund_154,HAR,0,1/25/2005
buy,fund_804,COST,0,1/25/2005
buy,fund_359,UTX,11,1/25/2005
buy,fund_458,NRG,2,1/25/2005
buy,fund_154,YHOO,0,1/25/2005
buy,fund_520,GT,0,1/25/2005
buy,fund_682,EMN,0,1/25/2005
buy,fund_830,ETN,0,1/25/2005
buy,fund_381,WYNN,0,1/25/2005
buy,fund_359,PRU,30473,1/25/2005
buy,fund_550,MA,261801,1/25/2005
buy,fund_7,FLS,8833,1/25/2005
buy,fund_322,NVDA,20,1/25/2005
buy,fund_322,FISV,45,1/25/2005
buy,fund_75,PDCO,0,1/25/2005
buy,fund_65,RHT,0,1/25/2005
buy,fund_585,BCR,208711,1/25/2005
buy,fund_880,CMCSA,1,1/25/2005
buy,fund_574,BIIB,254856,1/25/2005
buy,fund_925,ROK,24578,1/25/2005
buy,fund_155,ROP,88229,1/25/2005
buy,fund_465,EL,24191,1/25/2005
buy,fund_184,ETR,0,1/25/2005
buy,fund_931,ADSK,202481,1/25/2005
buy,fund_477,PNW,278,1/25/2005
buy,fund_743,AIG,138243,1/25/2005
buy,fund_778,DNB,525570,1/25/2005
buy,fund_404,BLL,324,1/25/2005
buy,fund_358,WYNN,47465,1/25/2005
buy,fund_662,USB,134,1/25/2005
buy,fund_573,DTV,0,1/25/2005
buy,fund_684,KEY,145158,1/25/2005
buy,fund_880,BBT,0,1/25/2005
buy,fund_916,FTR,21,1/25/2005
buy,fund_621,DTE,0,1/25/2005
buy,fund_93,AXP,21120,1/25/2005
buy,fund_40,PKI,0,1/25/2005
buy,fund_723,CMS,597568,1/25/2005
buy,fund_448,MCK,6278,1/25/2005
buy,fund_601,C,50,1/25/2005
buy,fund_382,BAC,0,1/25/2005
