buy,fund_877,NI,0,1/12/2005
buy,fund_208,BTU,2988,1/12/2005
buy,fund_43,OKE,473048,1/12/2005
buy,fund_849,MS,0,1/12/2005
buy,fund_118,MKC,0,1/12/2005
buy,fund_248,L,5018,1/12/2005
buy,fund_374,PCLN,980720,1/12/2005
buy,fund_849,GS,0,1/12/2005
buy,fund_504,PFE,268125,1/12/2005
buy,fund_786,YHOO,0,1/12/2005
buy,fund_675,CMG,0,1/12/2005
buy,fund_86,CVX,1,1/12/2005
buy,fund_549,MCO,0,1/12/2005
buy,fund_669,FOSL,1,1/12/2005
buy,fund_645,DISCA,0,1/12/2005
buy,fund_759,STZ,2388,1/12/2005
buy,fund_17,WAG,0,1/12/2005
buy,fund_855,WLP,0,1/12/2005
buy,fund_12,AN,34041,1/12/2005
buy,fund_277,WFC,0,1/12/2005
buy,fund_501,IR,274007,1/12/2005
buy,fund_366,FAST,0,1/12/2005
buy,fund_291,MSFT,201,1/12/2005
buy,fund_484,TDC,11,1/12/2005
buy,fund_441,LRCX,97,1/12/2005
buy,fund_593,MA,1,1/12/2005
buy,fund_577,MET,0,1/12/2005
buy,fund_589,MCO,624,1/12/2005
buy,fund_277,AES,158,1/12/2005
buy,fund_607,EMC,0,1/12/2005
buy,fund_500,COH,0,1/12/2005
buy,fund_344,CB,0,1/12/2005
buy,fund_877,HRS,0,1/12/2005
buy,fund_504,AVY,18235,1/12/2005
buy,fund_886,RF,6,1/12/2005
buy,fund_849,CCE,114130,1/12/2005
buy,fund_431,APC,32,1/12/2005
buy,fund_890,FMC,1,1/12/2005
buy,fund_654,FDX,0,1/12/2005
buy,fund_374,VRSN,141,1/12/2005
buy,fund_240,WAT,5235,1/12/2005
buy,fund_877,ZION,0,1/12/2005
buy,fund_277,BMS,498406,1/12/2005
buy,fund_617,ETN,704,1/12/2005
buy,fund_181,AGN,21645,1/12/2005
buy,fund_581,BRCM,419,1/12/2005
buy,fund_135,EFX,0,1/12/2005
buy,fund_577,MOS,0,1/12/2005
buy,fund_856,HRB,9369,1/12/2005
buy,fund_886,IR,31,1/12/2005
buy,fund_333,PBCT,0,1/12/2005
buy,fund_38,TEG,0,1/12/2005
buy,fund_706,RRC,0,1/12/2005
buy,fund_119,HOT,1504,1/12/2005
buy,fund_56,ISRG,0,1/12/2005
buy,fund_219,PBCT,0,1/12/2005
buy,fund_208,DTE,307,1/12/2005
buy,fund_208,MAR,12,1/12/2005
buy,fund_20,AFL,196,1/12/2005
buy,fund_745,DTE,170,1/12/2005
buy,fund_644,EQR,0,1/12/2005
buy,fund_81,LNC,0,1/12/2005
buy,fund_549,AEE,0,1/12/2005
buy,fund_461,VRSN,27621,1/12/2005
buy,fund_345,TYC,3,1/12/2005
buy,fund_390,BXP,0,1/12/2005
buy,fund_696,COF,524,1/12/2005
buy,fund_219,TWX,1,1/12/2005
buy,fund_676,SWY,0,1/12/2005
buy,fund_68,JNPR,0,1/12/2005
buy,fund_119,NI,58,1/12/2005
buy,fund_135,FAST,415190,1/12/2005
buy,fund_577,ATI,4424,1/12/2005
buy,fund_593,GWW,0,1/12/2005
buy,fund_292,POM,0,1/12/2005
buy,fund_814,JBL,757297,1/12/2005
buy,fund_332,LRCX,0,1/12/2005
buy,fund_468,GS,0,1/12/2005
buy,fund_56,ETR,3,1/12/2005
buy,fund_332,SYK,0,1/12/2005
buy,fund_81,PPG,3,1/12/2005
buy,fund_906,CRM,2,1/12/2005
buy,fund_891,CBG,0,1/12/2005
buy,fund_275,INTU,0,1/12/2005
buy,fund_182,BSX,499846,1/12/2005
buy,fund_109,PCG,0,1/12/2005
buy,fund_785,UNP,1535,1/12/2005
buy,fund_915,EFX,0,1/12/2005
buy,fund_483,SWY,0,1/12/2005
buy,fund_695,ADBE,0,1/12/2005
buy,fund_72,BHI,20,1/12/2005
buy,fund_473,JCI,6,1/12/2005
buy,fund_808,EXC,1,1/12/2005
buy,fund_618,SPG,0,1/12/2005
buy,fund_577,ADS,147652,1/12/2005
buy,fund_13,HD,0,1/12/2005
buy,fund_916,EFX,171,1/12/2005
buy,fund_561,GLW,0,1/12/2005
buy,fund_81,WAG,151,1/12/2005
buy,fund_677,ABC,0,1/12/2005
buy,fund_201,IBM,3,1/12/2005
buy,fund_504,CAT,0,1/12/2005
buy,fund_916,LUK,0,1/12/2005
buy,fund_742,CME,14,1/12/2005
buy,fund_916,MSFT,0,1/12/2005
buy,fund_643,FDX,0,1/12/2005
buy,fund_72,ICE,1,1/12/2005
buy,fund_814,JNJ,378,1/12/2005
buy,fund_808,VMC,316803,1/12/2005
buy,fund_708,HAR,81,1/12/2005
buy,fund_239,DIS,6597,1/12/2005
buy,fund_274,ETR,0,1/12/2005
buy,fund_742,TDC,6175,1/12/2005
buy,fund_455,UNP,0,1/12/2005
buy,fund_830,BMS,284,1/12/2005
buy,fund_11,GLW,0,1/12/2005
buy,fund_157,AA,0,1/12/2005
buy,fund_274,PBCT,0,1/12/2005
buy,fund_619,AON,217,1/12/2005
buy,fund_866,HBAN,377607,1/12/2005
buy,fund_72,POM,0,1/12/2005
buy,fund_709,KO,23938,1/12/2005
buy,fund_331,NBR,1339,1/12/2005
buy,fund_389,ECL,2284,1/12/2005
buy,fund_429,NEE,68550,1/12/2005
buy,fund_403,MU,100042,1/12/2005
buy,fund_694,FLS,69,1/12/2005
buy,fund_667,VRTX,0,1/12/2005
buy,fund_108,CNP,5695,1/12/2005
buy,fund_847,NE,32,1/12/2005
buy,fund_892,MHK,8630,1/12/2005
buy,fund_80,DD,0,1/12/2005
buy,fund_874,GLW,0,1/12/2005
buy,fund_807,MON,0,1/12/2005
buy,fund_238,AMZN,0,1/12/2005
buy,fund_796,EXC,5,1/12/2005
buy,fund_428,CERN,0,1/12/2005
buy,fund_561,EBAY,40,1/12/2005
buy,fund_656,HOG,19,1/12/2005
buy,fund_274,PAYX,188182,1/12/2005
buy,fund_814,DE,0,1/12/2005
buy,fund_656,GPC,0,1/12/2005
buy,fund_80,DTV,0,1/12/2005
buy,fund_568,HPQ,0,1/12/2005
buy,fund_403,LUV,0,1/12/2005
buy,fund_273,FOXA,0,1/12/2005
buy,fund_548,WFM,0,1/12/2005
buy,fund_783,STJ,0,1/12/2005
buy,fund_807,MS,0,1/12/2005
buy,fund_297,CLX,55,1/12/2005
buy,fund_762,KR,11,1/12/2005
buy,fund_594,MDT,0,1/12/2005
buy,fund_917,CHK,0,1/12/2005
buy,fund_38,ITW,0,1/12/2005
buy,fund_656,HRB,0,1/12/2005
buy,fund_121,HRS,2578,1/12/2005
buy,fund_404,ROST,447829,1/12/2005
buy,fund_238,TAP,39,1/12/2005
buy,fund_620,DVN,1,1/12/2005
buy,fund_892,CAG,0,1/12/2005
buy,fund_427,AEE,0,1/12/2005
buy,fund_710,MKC,6,1/12/2005
buy,fund_149,EXPE,17021,1/12/2005
buy,fund_133,PVH,0,1/12/2005
buy,fund_885,DTE,4,1/12/2005
buy,fund_17,DTE,294913,1/12/2005
buy,fund_641,BXP,178,1/12/2005
buy,fund_62,TMK,33,1/12/2005
buy,fund_904,AMT,0,1/12/2005
buy,fund_11,GRMN,110,1/12/2005
buy,fund_238,AMAT,4603,1/12/2005
buy,fund_595,BBT,413232,1/12/2005
buy,fund_831,NUE,4,1/12/2005
buy,fund_934,HPQ,262,1/12/2005
buy,fund_474,HSP,10,1/12/2005
buy,fund_364,CVX,19415,1/12/2005
buy,fund_740,PVH,6154,1/12/2005
buy,fund_364,KEY,9679,1/12/2005
buy,fund_605,HRL,0,1/12/2005
buy,fund_199,PBCT,0,1/12/2005
buy,fund_376,EXC,3,1/12/2005
buy,fund_796,KSU,0,1/12/2005
buy,fund_857,ARG,0,1/12/2005
buy,fund_893,MCHP,256,1/12/2005
buy,fund_822,CSX,164438,1/12/2005
buy,fund_237,DIS,0,1/12/2005
buy,fund_712,AIV,2442,1/12/2005
buy,fund_582,JPM,3739,1/12/2005
buy,fund_62,BSX,0,1/12/2005
buy,fund_782,MHFI,16,1/12/2005
buy,fund_712,PXD,0,1/12/2005
buy,fund_545,TAP,1577,1/12/2005
buy,fund_693,VZ,286,1/12/2005
buy,fund_272,AA,0,1/12/2005
buy,fund_132,NTAP,1,1/12/2005
buy,fund_781,AVY,92,1/12/2005
buy,fund_405,GE,0,1/12/2005
buy,fund_427,F,669026,1/12/2005
buy,fund_272,CBG,0,1/12/2005
buy,fund_781,BHI,148,1/12/2005
buy,fund_37,COF,0,1/12/2005
buy,fund_272,EQR,18,1/12/2005
buy,fund_4,LLY,0,1/12/2005
buy,fund_237,CVS,2238,1/12/2005
